R,G,B,H,H,S,V,L,A,B,MK,STDDEV,VRES,SRES,LCCP0_C,LCCP0_S,LCCP0_N,0_CT,0_ST,LCCP1_C,LCCP1_S,LCCP1_N,1_CT,1_ST,WL,WC,WV,L,C,V,K,,,
130,155,185,76,137,150,68,"[74, 165]",119,136,39,2.67295399041887,0.006007968069216642,0.01033521414340346,0.03886828567933769,0.2626162001997202,0.30239908620939937,157.39417169845484,0.896537433999051,0.30985715742117415,0.3079494861147694,0.4156330503828819,93.32365810005896,0.09542671800114033,0.8754902920249826,0.38606354465712456,0.37152243728876244,"[0.009884333942698612, 0.023629936023381537]","[0.5468608973396496, 1.4125380828930991]","[5.065050121695661e-08, 7.957760533637137e-07]",1,73,23,49
81,96,185,24,112,94,57,"[36, 161]",64,25,100,2.6348110928967223,0.0069754519946484805,0.013555340749872184,0.24325403480350496,0.267806297381886,0.59310272671466,70.82260520149701,0.2447560814533265,0.22102167157650748,0.47672550505121797,0.666917883073501,146.67478263586216,0.9711932040876256,0.5914354395152663,0.4290158582369241,0.8433685323732519,"[0.00767554477544794, 0.024982659360547135]","[0.5194906771215657, 1.5345367511160917]","[2.472363987197727e-07, 9.468311790862047e-07]",3,114,25,27
61,114,166,24,146,70,130,"[20, 156]",84,99,71,2.44312314638632,0.005011436628745392,0.022908933441342764,0.15970605177282282,0.7010339192246826,0.3558687853546708,48.02539316311923,0.2922866422293203,0.09021361222601075,0.34080077998156366,0.644021947245027,95.85439720222715,0.9477211883289023,0.9305818484005769,0.6226449833419899,0.11662821047909858,"[0.005712125455577345, 0.023188879802311865]","[0.4074504819540173, 1.416045042569034]","[3.0592541022289226e-08, 1.5951178722890667e-06]",3,97,35,43
174,84,95,78,170,58,103,"[59, 204]",141,121,73,1.44924853883603,0.007126280102897342,0.030548676052824054,0.04102970952720058,0.49922435095789197,0.3177969049998075,156.2398111388537,0.6797211182398067,0.38576763093237604,0.7599513465972161,0.5570237798240123,41.220130683811306,0.30925317316742107,0.3406956137634159,0.30727611212676237,0.379354873710266,"[0.008071170190191001, 0.0227827656973772]","[0.5049802499630924, 1.4220377625628275]","[2.369964344760013e-07, 1.5924056725873818e-06]",1,1,27,23
98,67,112,15,120,94,141,"[95, 223]",94,167,85,1.353237836763234,0.00784012492695393,0.0179624610378684,0.3428924017836062,0.6801296635665888,0.6843720068243546,105.10599752624864,0.20594564895763268,0.3434659299147593,0.5170334865317201,0.592982372683851,52.09560728046011,0.8877744440022008,0.3753720886333193,0.10643043768173112,0.3992749873993492,"[0.0051955030214379085, 0.02085336661215511]","[0.7986938368745382, 1.5381935541445229]","[6.929775558214393e-08, 1.289521153744497e-06]",2,20,19,8
151,182,115,26,121,86,136,"[53, 152]",169,48,99,2.206311013468237,0.006763594884355175,0.021857319058230656,0.2755056327988092,0.45412060813230004,0.4423968334306014,84.06506998937152,0.617156171927805,0.35131415327364346,0.29485657164234846,0.29762833666628585,132.16461861703092,0.62557713553417,0.709894167111962,0.9216737903498006,0.44271121614142106,"[0.00941875321462277, 0.023620233437858754]","[0.6544551615620771, 1.5231782565467988]","[1.9514392351393857e-07, 1.5976988056353647e-06]",4,12,19,8
189,135,156,59,120,144,73,"[51, 238]",29,23,41,2.995042912518647,0.005103187530714736,0.01780901499001073,0.2595807072945077,0.21434881556363924,0.3214874202356763,31.202106430857768,0.8795904305710418,0.2245785707560668,0.2361517931664171,0.34790363465674423,157.73133531481602,0.3958567864152587,0.9326143551579599,0.1018978777378965,0.21238154054683173,"[0.009599581052016717, 0.02262425122981791]","[0.6193829354657208, 1.4117870473783298]","[1.7080681614237911e-07, 9.023555076105784e-07]",3,3,48,86
186,114,135,56,103,53,79,"[27, 179]",160,97,37,2.358269563382582,0.006558977795734826,0.015695682719802498,0.31310763297349337,0.6183858617191631,0.5455972715868346,145.84029870602845,0.8403302073128195,0.06388277582351672,0.3991201761345212,0.5260326782656213,165.24997614475973,0.21659900601112525,0.587561730982378,0.28930249144099907,0.5678182513414162,"[0.008371554612333187, 0.023574030791997196]","[0.5974846320785596, 1.4821019157605768]","[1.9548865451146854e-07, 1.1508352750522274e-06]",2,7,42,15
177,69,74,63,167,61,143,"[78, 153]",67,33,91,1.0373431199525716,0.005829246260449703,0.0341237486823863,0.10564531408627915,0.4858518946462488,0.7065840120224389,119.08457876394752,0.8697929755632179,0.17633605701067948,0.3613400312099873,0.4125063916836821,161.9086571600258,0.3169061711713673,0.2823361317005865,0.9204695140030258,0.3676642830008948,"[0.007420039138606881, 0.024994166718505587]","[0.5257605361547346, 1.3981960303587593]","[3.562826291453266e-08, 1.3873503641104874e-06]",3,-1,8,25
79,52,147,73,120,77,54,"[74, 253]",162,120,90,2.956637833993163,0.005445078440183462,0.03686877978966928,0.2510778036498212,0.6727704878322049,0.4430361679221577,23.302616721040152,0.07958178928057125,0.010959793245128503,0.6542864023689079,0.7921978161478904,68.14440377543612,0.885385303479331,0.15036378533273115,0.7624832119344759,0.9873047301301111,"[0.005138908897266646, 0.024296709046420763]","[0.5275083503101711, 1.4016535351324777]","[1.4911620387260116e-07, 1.4135683211187984e-06]",4,18,71,11
173,125,138,11,136,115,123,"[100, 189]",26,72,47,1.2082649902689355,0.007445912147640264,0.013357373227688492,0.1566935289786463,0.5415062512859534,0.5383007901947879,66.11718105308563,0.09880609144261798,0.08452426122815525,0.4095492765394042,0.35999307617474713,158.2254092339667,0.6051062131731756,0.9193391127442168,0.20785276287331805,0.8252124599070705,"[0.006297200687630852, 0.024127712287826536]","[0.656988034768311, 1.2699952012337954]","[2.187247217965315e-08, 9.532356618835924e-07]",2,4,8,41
165,139,106,74,159,61,92,"[54, 208]",68,142,31,2.932816751194138,0.006742181717454279,0.038410043930081586,0.29100870023666703,0.5382675949243749,0.7242164999840299,37.405226212329396,0.686585386943626,0.08745773150235081,0.30583636095195155,0.6309500467174007,123.23251784894717,0.9922802506709101,0.3720814796055891,0.8885985497164868,0.6259666753866758,"[0.008780264457255892, 0.024607008110467295]","[0.7470617796963192, 1.4101230410294079]","[1.0835405151863369e-07, 1.1916189196707754e-06]",3,20,43,37
153,147,121,35,113,138,74,"[82, 238]",112,33,67,1.5246868212298392,0.0058199985946111215,0.037117679946949735,0.30849985330449814,0.5512260013492015,0.5434646360907687,100.18959292462462,0.2668695065020191,0.02939727719901444,0.5153523806691286,0.2052720984824802,141.96936305697645,0.7453184184286679,0.5439993622872157,0.18315610058159187,0.5475826388485351,"[0.007885203539515166, 0.021521245996617134]","[0.7085757829066877, 1.5936251625158202]","[1.1822194401944729e-07, 1.246620205476012e-06]",2,10,12,42
89,157,182,24,158,143,142,"[56, 217]",164,71,71,1.7603879795752948,0.006979315739005933,0.03391749860815638,0.023615040895620568,0.4449309783005484,0.7895306948771537,14.073992216135078,0.4621828398659006,0.03355759889286474,0.23103058739513532,0.40997320966382444,157.15949648977534,0.36812707751199425,0.7312394587772029,0.29338904318697484,0.9224968374407029,"[0.006616645810740049, 0.023167910896701255]","[0.43476410248463737, 1.5664764315122177]","[2.103602865481694e-07, 1.3370755311234334e-06]",2,60,22,17
109,50,79,24,106,54,95,"[81, 185]",112,100,40,1.908258636202344,0.005420123046550153,0.017639500125934363,0.2845981297220303,0.5825632830762999,0.6810773483212231,100.22443644015262,0.715824060257727,0.02755426024765706,0.6995418929201414,0.48835261704421107,135.38439107253078,0.446352047289692,0.8687815310226317,0.2318939934762813,0.18336021051258233,"[0.005779377403892077, 0.02141311898910046]","[0.5529862389697602, 1.5474541089301153]","[2.4544324255895084e-08, 1.530065473195781e-06]",4,18,52,82
173,140,148,52,162,146,78,"[21, 169]",78,48,68,2.7995143008806664,0.00559465069531662,0.036390087933005244,0.18475970635530908,0.5712583852786138,0.5463213196499791,25.000770001489094,0.6538767089133574,0.35262394326315977,0.2679059146950075,0.3543457003797539,48.000055582136376,0.9541921181620715,0.9613458059328839,0.20634233758681703,0.709111161080752,"[0.009498465654103892, 0.020552446247855394]","[0.7387191312936864, 1.2386293298610882]","[1.163405886850725e-07, 7.637213364577623e-07]",1,16,60,72
89,107,55,19,103,110,142,"[74, 194]",3,69,96,1.8780904225878061,0.007737661753774441,0.017344454862939715,0.3529682991448231,0.5705849528832758,0.4695147695727187,66.05305965910625,0.02063560573039913,0.0512241325461412,0.5475470616007176,0.6151592097770139,92.82901579252234,0.7414136890674711,0.6168439568949896,0.2554115749841803,0.9552558494925771,"[0.00953424218700056, 0.022408721270781348]","[0.7328752114002834, 1.4542461359452674]","[1.7807395439902116e-07, 1.1988672231988555e-06]",4,38,24,57
77,158,62,20,164,143,144,"[25, 207]",57,170,87,1.5296508098635757,0.007642767059323303,0.022563538059880386,0.30781063396000086,0.6600257138930519,0.3702979068493558,58.816491560233345,0.6093908852483354,0.04871611349288943,0.3890741553778294,0.36615915958019707,81.35379323216495,0.9458445104530049,0.9083397325699617,0.12849539304435129,0.3979885703115511,"[0.00968740964028705, 0.02192088942057146]","[0.7799763694620022, 1.3207644482378793]","[2.1444805969974982e-07, 1.03698400534542e-06]",2,11,11,14
127,157,118,57,123,123,136,"[34, 203]",109,101,49,1.9431627295896743,0.006025372351907112,0.028496707245229548,0.28282727386775447,0.676511308621714,0.6757145998173242,108.6746608009186,0.1496964624607685,0.2800960731596722,0.3060447442971214,0.5886673427077734,102.80063381649255,0.5358881489005592,0.5445120863577294,0.9754864097750044,0.5628833475860926,"[0.00835697957420076, 0.020636857745487996]","[0.4728242053876362, 1.380145336643522]","[2.5235303381670728e-08, 8.211084829896841e-07]",2,43,39,34
96,154,198,53,159,148,78,"[44, 229]",152,79,51,2.6622856353283693,0.005712796052761776,0.021783737662868372,0.18648027314450577,0.47532154410131483,0.6411969517358084,83.23910573731874,0.6733291945735158,0.3515882276683707,0.7781506214025944,0.7044103681391232,31.705319459847612,0.46083917917437145,0.28479198640847697,0.5239977010079989,0.38828066763888225,"[0.0091033519743402, 0.020992300077457903]","[0.7432669644497361, 1.3739380522780082]","[1.254473157457435e-07, 9.058416733052076e-07]",2,97,35,17
200,117,64,36,102,118,56,"[71, 226]",167,66,35,1.0999201194401116,0.006552957834176813,0.035831276817683715,0.26472845658152416,0.7802557446079779,0.393488643510833,54.30003941073748,0.7841642522567415,0.050298494956445075,0.6870202311898892,0.5096162804386899,43.99866946944872,0.25794816923363006,0.25149499602713293,0.5906990045104232,0.6241121186731025,"[0.008021372022663422, 0.0234052769092329]","[0.5433413124616926, 1.458150917592743]","[5.4147416713914595e-08, 1.4030012869491328e-06]",2,-1,16,5
133,95,100,43,159,104,134,"[84, 237]",14,28,97,2.9323888265864544,0.006549957965791747,0.02507784287130002,0.15907078484283482,0.28741042734740024,0.42284589044649945,168.1529984874194,0.7538942230248223,0.21758575842162964,0.7765144766683523,0.26938191777052395,42.35031756010572,0.9457738798325395,0.8468904310377561,0.15981201511288862,0.6546594893086825,"[0.007927319965127917, 0.023857222509452696]","[0.7222710787675617, 1.315299949367601]","[6.861872149953361e-08, 7.28113458979073e-07]",4,22,31,37
147,198,173,44,125,113,76,"[86, 190]",133,137,30,2.176430564078561,0.007977535778446874,0.010575042922350944,0.17396019541139288,0.543003735648416,0.20341200028564496,41.88261462211793,0.665482493831455,0.3773817096544766,0.7627141117449094,0.5818598553161827,82.23072193887967,0.08643509336475297,0.16714402877529516,0.35309030459102464,0.6460904322876475,"[0.007661078545937332, 0.022141606288443586]","[0.7302260325217655, 1.2757158613044093]","[2.3722094055824572e-07, 1.4625680529109038e-06]",2,95,23,18
132,178,87,14,143,58,104,"[36, 247]",10,141,88,1.9885348022734217,0.005484210925878248,0.01079127856119941,0.1596374620783843,0.578871195209123,0.7181377559859818,61.10071728125631,0.012956866923352406,0.042020261523217695,0.7179078384753828,0.2822126895851422,132.03229037282705,0.09343145043036816,0.8037149390524737,0.1580204962686359,0.6519871008953351,"[0.007505245549018645, 0.02464875616748176]","[0.7530328530288697, 1.5692643310056176]","[1.092629111338615e-07, 1.487474872198957e-06]",1,41,44,56
66,54,106,44,111,65,54,"[72, 195]",148,102,69,2.8070964052119125,0.00713035024976665,0.01242100065723451,0.044368546983107174,0.5002877149044116,0.5101048394319514,135.45968314929183,0.2049309106024806,0.2530058168766036,0.4509402801190791,0.2188152793400015,134.23163304198968,0.18152615249568982,0.9890977115911115,0.6074173680634121,0.7177146379918464,"[0.005119422011647644, 0.021034442365261485]","[0.7930295569858071, 1.4189478412577692]","[3.238471382242953e-08, 8.138685877438159e-07]",2,12,48,23
137,186,79,20,157,120,93,"[37, 201]",37,128,44,1.9844722869289408,0.00521932601961346,0.022707307829366752,0.24443552593867574,0.49902365173510016,0.796893454753762,56.67262638603604,0.14811006333811982,0.07367810110817388,0.7547013703251155,0.330092468223776,67.82076539993943,0.3494696110868116,0.1809767108462153,0.19067773839264973,0.4235335679942681,"[0.005340701577605428, 0.0247797653865452]","[0.4280456696300257, 1.2848583731315208]","[1.3728081177292066e-07, 1.3638605656387985e-06]",4,35,60,53
160,57,55,34,115,122,142,"[49, 204]",97,102,86,1.3941706086874692,0.00614909166180616,0.035539819228321834,0.11533682760092426,0.6265235566351026,0.43358950295239895,20.549241810023346,0.03055983088820613,0.3608999693931472,0.45392142115135886,0.4703606828268037,161.55398565468278,0.6335583039387547,0.9011661718014443,0.10452151470890875,0.29428291549862373,"[0.00947779655207792, 0.022043618186941467]","[0.5212374453459419, 1.3038677102180487]","[3.956633148343669e-08, 1.4033866310141068e-06]",1,-1,20,82
166,92,88,45,110,121,101,"[27, 196]",72,155,96,2.4518115991796288,0.006663245253736941,0.010065654849273516,0.16965433250656936,0.7501075421705821,0.4308875156361024,106.47753883224034,0.33744626671570477,0.25528464481185126,0.5851568705724235,0.6115460920676938,32.1145412989549,0.49388649638943316,0.14283500815171007,0.9512356532461206,0.1579602076458971,"[0.008242906171564337, 0.0236481756321168]","[0.6787141030561124, 1.2343556488915344]","[1.023559093248143e-07, 7.731878702048687e-07]",3,10,21,33
126,54,188,80,163,58,131,"[75, 218]",92,163,66,2.0135729978070445,0.0073479368771374644,0.037941396019369134,0.04162843905701106,0.508606342109615,0.21926642598344298,142.4027467038073,0.917911948898201,0.05174717807807645,0.7327052646691037,0.6802331502181543,125.2036904100809,0.3612467713101074,0.6333784668590562,0.19695957564652478,0.8537523288288723,"[0.008567126790765787, 0.021886400618877064]","[0.6115475007457253, 1.4315089457314731]","[1.83083590148164e-07, 1.321394503051939e-06]",3,7,13,9
140,142,102,30,154,82,80,"[28, 249]",107,33,40,1.8084685451588833,0.006183063717353517,0.03679133524236731,0.15246741540552328,0.28314962788581366,0.5805958161488045,77.50328052835653,0.5109245076597195,0.10673859860475182,0.3508631825205068,0.39745202182237627,81.91643100385261,0.7504320425249199,0.29214268322451153,0.41213792407043814,0.9090587823104286,"[0.009903592891934907, 0.021232950037572564]","[0.7278889490388432, 1.4857349465738583]","[9.656687227533333e-08, 1.1680970173850137e-06]",3,24,26,27
117,136,51,54,130,140,102,"[44, 180]",64,111,100,2.0443277038059673,0.007896805841261177,0.013006394839182195,0.18127896229266557,0.24735406183800102,0.7132597724576093,30.312523046873707,0.6510751310395106,0.05419377508809449,0.565577024564883,0.2515389718916453,54.17805998817927,0.050014339960656407,0.638534975476398,0.4423228893786397,0.39025741244142553,"[0.009396277020208257, 0.022419703402684177]","[0.4895448218726514, 1.5076607324744455]","[1.6925940963503976e-07, 1.4250556248639313e-06]",3,52,38,44
147,144,158,60,155,62,86,"[25, 200]",102,0,74,1.087667615268992,0.006723606445732546,0.038670209075095795,0.3207095160796974,0.6239323318820504,0.6671334356948082,165.6031699436137,0.9876972770472778,0.04570443710351207,0.6442352078706268,0.6751145629011372,96.87245588395041,0.01240091185089287,0.2430472180209272,0.3703093744770437,0.9714804061841369,"[0.008960778044954563, 0.021436012628773076]","[0.6839157199579107, 1.3776786512011003]","[2.777122501993241e-08, 1.2070267201739365e-06]",3,26,22,27
184,154,119,58,156,146,101,"[39, 199]",110,33,54,1.9807030466982805,0.0064583414841594446,0.013382664131378369,0.009496625338331777,0.3597131392222609,0.5380485215724409,114.55200406552548,0.08444010440975158,0.008667355909185926,0.27550486514683614,0.3153724427767087,128.19140152645082,0.2546027344556985,0.9632988430482545,0.1921964530514838,0.4059862897529699,"[0.007940802560594052, 0.02484701496721446]","[0.6540078231776022, 1.4468236775429466]","[1.697944210005441e-07, 1.2245325852712702e-06]",1,7,42,38
188,170,76,64,148,116,137,"[81, 233]",66,162,35,1.4762613019863675,0.005187588192003709,0.031467120545414125,0.2191912845902184,0.30502811286090237,0.6334547703084612,108.96673171132106,0.3179007791403451,0.18096325176810435,0.24208657152530397,0.6537695790282732,31.523440970449172,0.998477973983251,0.5975581250543527,0.18085469649521724,0.567272071572505,"[0.006646995466637615, 0.023538181439955244]","[0.6156023676319758, 1.4304278655249665]","[1.7062903725084093e-07, 1.4488305977050748e-06]",2,0,27,33
136,109,98,70,165,50,102,"[58, 183]",135,109,32,1.5090597279101157,0.005700676369101366,0.02000310505020255,0.15839594513657573,0.6615407383395706,0.41311721853193994,66.44167558038123,0.5443066517451398,0.19712732095037083,0.618814352838446,0.4737064029618223,73.85294918138989,0.37583908990132875,0.8326430687318539,0.122999669481054,0.7508524352678806,"[0.008678325151919365, 0.021907483443021188]","[0.6041132829302491, 1.434246325266917]","[5.5557285541728055e-08, 1.0437461873131e-06]",1,13,26,30
88,116,199,16,155,134,84,"[94, 156]",128,81,31,1.4623196049883218,0.007168677264861275,0.03109306405497589,0.1246290142023125,0.7667200256293627,0.41025825116534326,137.70741277120413,0.12768769288992687,0.0358811981087205,0.22709468660665366,0.4167769667510191,19.021340056586116,0.49935312487226635,0.1312139441841744,0.840321213488415,0.7542070006791035,"[0.008505407161367218, 0.02108928710032726]","[0.4172689606954456, 1.2035731776097829]","[2.0501993761530996e-07, 1.3342173299048543e-06]",1,56,18,77
107,59,59,64,122,72,50,"[39, 211]",43,144,68,1.5477079664519744,0.007146699573595436,0.029095055430073687,0.32168268700062763,0.6456247624821632,0.5956708092259022,99.72972871140723,0.1687041607474029,0.16735313291989257,0.6882095287172918,0.3907598679390317,32.177068083797664,0.02797514132355028,0.24200750173463043,0.2373885405609162,0.5241295338327766,"[0.006117306679223185, 0.02259216555758406]","[0.6795130349581355, 1.5696106363668914]","[2.1268126343024927e-07, 1.0867784112461417e-06]",2,26,32,42
57,71,195,52,125,64,111,"[39, 217]",68,165,91,2.1810407422839604,0.007700732133709345,0.03585407066171348,0.20754454677681103,0.3957101897003521,0.5432206406354926,36.861541208301,0.7220475316313469,0.040282833903663384,0.620755485057477,0.7430519655182455,90.4310277981688,0.9749200164810919,0.15977904391641157,0.7500633748742335,0.7136887726192379,"[0.009332265738189106, 0.02483139519810687]","[0.6425369175836174, 1.3986346412183988]","[1.48750800824091e-07, 1.1149810765380795e-06]",1,125,36,23
105,90,189,10,130,67,54,"[89, 245]",61,112,96,1.3136984711248028,0.006213767008322317,0.036015382995607775,0.1092222464631639,0.7757209048275171,0.6867980592299905,75.23419330985335,0.19277353305345668,0.37062296925321103,0.730246766937803,0.3272553754603559,61.833672839119785,0.15877363259067323,0.6883154926240165,0.8963017743580963,0.8971585011878528,"[0.008828535271320537, 0.020648035850814258]","[0.41200397129500105, 1.2689745166508408]","[1.2267914687610596e-07, 1.0772807281603876e-06]",4,13,28,23
198,108,185,21,130,106,60,"[85, 220]",90,121,44,2.6144363715328147,0.006197575510573766,0.03693810311170633,0.14549289603781787,0.5579121003294454,0.3244486151213721,10.47354535798993,0.42388619936668437,0.20012293076622095,0.35438173701077214,0.3033079047323729,47.280493769162355,0.7474180212857532,0.3290241934882493,0.9051884760006407,0.44755008242017125,"[0.006139500824219699, 0.020147785193118602]","[0.665672433555016, 1.4887782672117282]","[1.7699671152259973e-07, 1.3122990722316526e-06]",2,3,36,111
96,160,169,24,150,87,136,"[10, 229]",53,12,31,2.178877359416841,0.0077980690845529865,0.03713507942353538,0.3521979554075123,0.7399322135759347,0.3782653446380706,32.26427660825904,0.6516936330408543,0.06712535548145886,0.4673283617419769,0.3517945292738477,106.489822906433,0.3922948727004847,0.9063720345281926,0.737318493361176,0.4478039774874776,"[0.009172615243073121, 0.022747885684477248]","[0.7978623242239774, 1.299350225889248]","[5.622684859754914e-08, 1.4800486557846005e-06]",4,16,9,15
115,125,64,18,103,116,137,"[53, 246]",92,12,41,2.030764573571155,0.006695254364082245,0.021030316468056413,0.039314891578969974,0.29375327713169375,0.5428367440937464,119.67531481456639,0.3229983217398037,0.04165700042824803,0.4657550375691343,0.6427293779244925,78.68611256123104,0.18579402902974707,0.5066745582637661,0.635187450330757,0.15595857071174216,"[0.007073874530421494, 0.02287231211462404]","[0.41977645383567297, 1.537472986362339]","[1.9242988503223428e-07, 7.459050407914963e-07]",4,42,15,24
143,193,138,63,125,128,100,"[50, 172]",35,98,47,1.8963872895046165,0.007236349332770318,0.02536257851697533,0.3276531414040828,0.42737753608393786,0.35985174264585473,81.78107351988821,0.29630981100815745,0.09674205243690506,0.4929342743001402,0.3924691107366257,121.27237611752498,0.6685481343369245,0.9984190531667491,0.22667671821625224,0.830860648659705,"[0.009157905094759907, 0.020302361118394823]","[0.7870626129191536, 1.3964285989798984]","[1.2975105191812766e-07, 7.987226396821933e-07]",4,19,10,15
60,149,132,17,167,75,109,"[77, 240]",76,137,57,2.5077538567318154,0.007368378717248611,0.011065859148029242,0.2413859014258718,0.49946181721152544,0.2394665208328624,54.36193829065631,0.2810455258151088,0.11627229932370549,0.6004145297716819,0.6491517690908807,116.94859487295636,0.2499203447939513,0.8625031049737101,0.6127735257546978,0.9016929211205821,"[0.009755831098214323, 0.020493974501248163]","[0.6315494778206032, 1.2375929586552847]","[1.3759435559875094e-07, 1.158565244241971e-06]",1,23,20,11
96,167,113,49,122,144,57,"[83, 170]",38,136,94,1.6409600886083326,0.0074975939151880975,0.01866091789027178,0.038226394115283835,0.7114325384257125,0.3825135095932124,98.73081607276296,0.7019048778578733,0.16149891149797307,0.27190109384176825,0.30792738098600086,61.82914532002337,0.9621327337388664,0.3403997670239749,0.10560569509168836,0.2311839127073616,"[0.009004500313616142, 0.020824749153993634]","[0.49353662429868295, 1.5704465090035526]","[1.958807533470459e-07, 9.175249761055117e-07]",2,77,14,22
193,188,122,18,120,52,56,"[51, 247]",32,135,86,1.2536258017451487,0.006801264117131334,0.016528651341121924,0.20431483803371592,0.2787625708725965,0.5140318998759341,155.0224001713918,0.2937042197065606,0.2672957442251769,0.29466156148131806,0.5796438379782654,11.790789493145919,0.8714787061067714,0.9009107755024477,0.6818891547452836,0.5989814481195607,"[0.007222956298468248, 0.023822343004159776]","[0.718018027932485, 1.2115375111270759]","[1.7657178401030073e-07, 8.034031723953783e-07]",2,1,59,33
65,59,138,56,145,87,111,"[69, 247]",2,5,52,2.101042826373724,0.005356022657465114,0.03977222941748849,0.3566794769057766,0.7421577960438299,0.28549524462410125,123.70753559116486,0.7116533590488995,0.16256848878807295,0.215911877086429,0.2909944751790162,139.6618812874397,0.33484054190625034,0.47153853162061277,0.4210781211080683,0.9459263862529355,"[0.005920361434076494, 0.023902666335429437]","[0.7413458124021335, 1.2363689591324751]","[1.856654126804299e-07, 1.4336335170273992e-06]",4,25,13,28
160,137,60,21,124,53,74,"[30, 153]",122,125,49,1.607488220524079,0.007425886368211412,0.02323370532137853,0.2916082966247096,0.619222469444607,0.3825202758877778,147.73482351549433,0.5485540195781891,0.3098416897060689,0.6015895461303755,0.23064227257422604,48.779487859455685,0.8676653181859765,0.15269538864894952,0.2642790083838571,0.21559648675858414,"[0.007366968049249361, 0.02335565678990821]","[0.46926110541751803, 1.570920843472842]","[1.73677104820705e-07, 1.3654547329566233e-06]",1,5,33,17
94,54,91,80,113,98,104,"[30, 197]",85,21,42,1.5018581628204395,0.006255411293876009,0.02202921333714763,0.11381145225966743,0.531285727095097,0.6200426655437248,35.90621925115734,0.5398601543564809,0.33631170542462097,0.5659323806411792,0.6129873921299214,72.3665732342402,0.09920972716148979,0.5035253657138348,0.6201287821435761,0.5722927391005095,"[0.0069467064213242415, 0.02158767361938565]","[0.7016570186340234, 1.312350686583254]","[2.244882309416245e-07, 1.262579152225875e-06]",3,18,27,39
91,95,56,63,139,147,132,"[79, 153]",2,46,40,1.8396759090530979,0.006817065836310424,0.03897817762148863,0.28636843863389067,0.7449575273499192,0.30016518820967986,125.20853417020274,0.6027184853657437,0.192785452710777,0.24803692194624505,0.29888373901643217,42.983625113556755,0.2901746621134982,0.9359111154504022,0.7605260425424406,0.5703536574718621,"[0.007092033727949682, 0.02403603790733465]","[0.6076557723047977, 1.5540625080319095]","[5.3519181240134376e-08, 1.4810690027934857e-06]",2,30,31,26
67,174,72,30,148,98,114,"[34, 233]",106,118,64,1.46314426945372,0.0062430648554688455,0.02817652506828118,0.24480085046099986,0.7580213803315712,0.26940934748058676,153.65531192791306,0.4885751740584262,0.376897579806786,0.777248063626176,0.39558232556361095,14.142010632672797,0.12895198472541303,0.49012814170379915,0.658794225949057,0.15484287540625816,"[0.007931975779156192, 0.02313445205714997]","[0.5524045198217715, 1.4409146816084486]","[1.6320724032038916e-07, 9.724407260551962e-07]",1,97,23,14
130,62,190,76,107,88,50,"[88, 165]",99,41,71,1.263316149823429,0.005582931526501576,0.013350596088695911,0.17398339155852063,0.5577551206153244,0.5810623393602299,102.4257580015543,0.9573722131197201,0.29984557335311346,0.3915552707196327,0.5144748186244167,64.05096437387596,0.7782473066735353,0.27256635832061693,0.18591978459251748,0.6863293600952987,"[0.007973240261927285, 0.020013918721578518]","[0.4228446158379591, 1.2675723556990306]","[1.6175551058971382e-07, 1.3092685721418825e-06]",2,16,42,72
173,184,165,65,115,113,125,"[48, 167]",170,53,40,1.9291195971689614,0.00620970327991297,0.01843968753937495,0.3268512948821924,0.22628027699672734,0.28813826531715686,106.61383027240277,0.837779563177005,0.01220433685075113,0.5145869067783271,0.25294351041014534,24.98673111741784,0.9607773560012673,0.814223572627449,0.20499057435147555,0.25542594851367056,"[0.005998553978269965, 0.02055331571626005]","[0.49615112221978996, 1.3876127575065642]","[1.3051475321999492e-07, 7.65856168919228e-07]",2,48,53,11
69,94,82,49,122,52,134,"[47, 159]",159,41,58,1.2928561826715723,0.006750332989195054,0.010958317869451678,0.36301800252457134,0.5112793901930648,0.39377159230991066,123.6588124605914,0.7277041242158605,0.31712485365249266,0.43530700099110053,0.6734673044107757,94.29625996443333,0.8252255437028291,0.14362322005053083,0.8627338821596672,0.15525145856140082,"[0.0060131495857786805, 0.021716493495523712]","[0.5888800983678297, 1.3684230074104602]","[4.8717432047347346e-08, 7.653403024591723e-07]",3,85,31,10
125,103,82,6,149,113,108,"[63, 246]",170,96,75,1.9076927472741114,0.0065610511820391815,0.031217006249364514,0.060965700580800065,0.6815054751347436,0.5176355367736121,158.56955156005762,0.7568696868921064,0.21236540698360717,0.7359116461833135,0.47876427223539103,57.08007920780423,0.5983440098734083,0.7350752623584551,0.24475539735454066,0.4778026638223286,"[0.005237766410791009, 0.021368823710932003]","[0.6055864447082755, 1.302520741257095]","[5.718403400508079e-08, 1.2458628401085677e-06]",1,14,17,11
57,160,79,77,154,83,93,"[52, 153]",167,17,74,2.866430057982014,0.0057611688801993315,0.014202613284749782,0.10661075935232055,0.6670978947569994,0.6522901338752317,107.80605280250055,0.09880957863056605,0.0720968007236678,0.6948595915415813,0.6480118385667802,40.172314006880455,0.646244212130058,0.9553539565861563,0.7681720312739315,0.5900416724457188,"[0.006083704985544551, 0.02086375493543858]","[0.711494786100779, 1.2132023407436074]","[1.8249061021234402e-07, 7.610834675971544e-07]",1,121,47,13
